>>> Initializing clothing shape model...
>>> Star initialized.
>>> Get parameters list...
>>> Length of pose: 231
>>> Length of shape: 1
>>> Length of data: 231
self.base_body_list is 
['../../Data/base_body/pose_0153/subject_0000_params.json', '../../Data/base_body/pose_0079/subject_0000_params.json', '../../Data/base_body/pose_0133/subject_0000_params.json', '../../Data/base_body/pose_0206/subject_0000_params.json', '../../Data/base_body/pose_0023/subject_0000_params.json', '../../Data/base_body/pose_0144/subject_0000_params.json', '../../Data/base_body/pose_0202/subject_0000_params.json', '../../Data/base_body/pose_0191/subject_0000_params.json', '../../Data/base_body/pose_0222/subject_0000_params.json', '../../Data/base_body/pose_0041/subject_0000_params.json', '../../Data/base_body/pose_0109/subject_0000_params.json', '../../Data/base_body/pose_0168/subject_0000_params.json', '../../Data/base_body/pose_0224/subject_0000_params.json', '../../Data/base_body/pose_0215/subject_0000_params.json', '../../Data/base_body/pose_0143/subject_0000_params.json', '../../Data/base_body/pose_0227/subject_0000_params.json', '../../Data/base_body/pose_0062/subject_0000_params.json', '../../Data/base_body/pose_0016/subject_0000_params.json', '../../Data/base_body/pose_0054/subject_0000_params.json', '../../Data/base_body/pose_0204/subject_0000_params.json', '../../Data/base_body/pose_0162/subject_0000_params.json', '../../Data/base_body/pose_0130/subject_0000_params.json', '../../Data/base_body/pose_0134/subject_0000_params.json', '../../Data/base_body/pose_0066/subject_0000_params.json', '../../Data/base_body/pose_0212/subject_0000_params.json', '../../Data/base_body/pose_0157/subject_0000_params.json', '../../Data/base_body/pose_0028/subject_0000_params.json', '../../Data/base_body/pose_0189/subject_0000_params.json', '../../Data/base_body/pose_0029/subject_0000_params.json', '../../Data/base_body/pose_0000/subject_0000_params.json', '../../Data/base_body/pose_0158/subject_0000_params.json', '../../Data/base_body/pose_0177/subject_0000_params.json', '../../Data/base_body/pose_0164/subject_0000_params.json', '../../Data/base_body/pose_0119/subject_0000_params.json', '../../Data/base_body/pose_0190/subject_0000_params.json', '../../Data/base_body/pose_0076/subject_0000_params.json', '../../Data/base_body/pose_0086/subject_0000_params.json', '../../Data/base_body/pose_0207/subject_0000_params.json', '../../Data/base_body/pose_0040/subject_0000_params.json', '../../Data/base_body/pose_0084/subject_0000_params.json', '../../Data/base_body/pose_0220/subject_0000_params.json', '../../Data/base_body/pose_0159/subject_0000_params.json', '../../Data/base_body/pose_0179/subject_0000_params.json', '../../Data/base_body/pose_0030/subject_0000_params.json', '../../Data/base_body/pose_0007/subject_0000_params.json', '../../Data/base_body/pose_0200/subject_0000_params.json', '../../Data/base_body/pose_0141/subject_0000_params.json', '../../Data/base_body/pose_0138/subject_0000_params.json', '../../Data/base_body/pose_0203/subject_0000_params.json', '../../Data/base_body/pose_0176/subject_0000_params.json', '../../Data/base_body/pose_0165/subject_0000_params.json', '../../Data/base_body/pose_0052/subject_0000_params.json', '../../Data/base_body/pose_0090/subject_0000_params.json', '../../Data/base_body/pose_0001/subject_0000_params.json', '../../Data/base_body/pose_0063/subject_0000_params.json', '../../Data/base_body/pose_0122/subject_0000_params.json', '../../Data/base_body/pose_0194/subject_0000_params.json', '../../Data/base_body/pose_0132/subject_0000_params.json', '../../Data/base_body/pose_0099/subject_0000_params.json', '../../Data/base_body/pose_0147/subject_0000_params.json', '../../Data/base_body/pose_0142/subject_0000_params.json', '../../Data/base_body/pose_0014/subject_0000_params.json', '../../Data/base_body/pose_0137/subject_0000_params.json', '../../Data/base_body/pose_0107/subject_0000_params.json', '../../Data/base_body/pose_0201/subject_0000_params.json', '../../Data/base_body/pose_0195/subject_0000_params.json', '../../Data/base_body/pose_0015/subject_0000_params.json', '../../Data/base_body/pose_0002/subject_0000_params.json', '../../Data/base_body/pose_0020/subject_0000_params.json', '../../Data/base_body/pose_0003/subject_0000_params.json', '../../Data/base_body/pose_0211/subject_0000_params.json', '../../Data/base_body/pose_0102/subject_0000_params.json', '../../Data/base_body/pose_0231/subject_0000_params.json', '../../Data/base_body/pose_0019/subject_0000_params.json', '../../Data/base_body/pose_0217/subject_0000_params.json', '../../Data/base_body/pose_0175/subject_0000_params.json', '../../Data/base_body/pose_0181/subject_0000_params.json', '../../Data/base_body/pose_0043/subject_0000_params.json', '../../Data/base_body/pose_0106/subject_0000_params.json', '../../Data/base_body/pose_0139/subject_0000_params.json', '../../Data/base_body/pose_0101/subject_0000_params.json', '../../Data/base_body/pose_0128/subject_0000_params.json', '../../Data/base_body/pose_0053/subject_0000_params.json', '../../Data/base_body/pose_0115/subject_0000_params.json', '../../Data/base_body/pose_0193/subject_0000_params.json', '../../Data/base_body/pose_0111/subject_0000_params.json', '../../Data/base_body/pose_0123/subject_0000_params.json', '../../Data/base_body/pose_0117/subject_0000_params.json', '../../Data/base_body/pose_0089/subject_0000_params.json', '../../Data/base_body/pose_0182/subject_0000_params.json', '../../Data/base_body/pose_0108/subject_0000_params.json', '../../Data/base_body/pose_0073/subject_0000_params.json', '../../Data/base_body/pose_0056/subject_0000_params.json', '../../Data/base_body/pose_0226/subject_0000_params.json', '../../Data/base_body/pose_0037/subject_0000_params.json', '../../Data/base_body/pose_0218/subject_0000_params.json', '../../Data/base_body/pose_0088/subject_0000_params.json', '../../Data/base_body/pose_0009/subject_0000_params.json', '../../Data/base_body/pose_0196/subject_0000_params.json', '../../Data/base_body/pose_0083/subject_0000_params.json', '../../Data/base_body/pose_0100/subject_0000_params.json', '../../Data/base_body/pose_0039/subject_0000_params.json', '../../Data/base_body/pose_0032/subject_0000_params.json', '../../Data/base_body/pose_0024/subject_0000_params.json', '../../Data/base_body/pose_0209/subject_0000_params.json', '../../Data/base_body/pose_0171/subject_0000_params.json', '../../Data/base_body/pose_0044/subject_0000_params.json', '../../Data/base_body/pose_0184/subject_0000_params.json', '../../Data/base_body/pose_0098/subject_0000_params.json', '../../Data/base_body/pose_0091/subject_0000_params.json', '../../Data/base_body/pose_0049/subject_0000_params.json', '../../Data/base_body/pose_0047/subject_0000_params.json', '../../Data/base_body/pose_0048/subject_0000_params.json', '../../Data/base_body/pose_0036/subject_0000_params.json', '../../Data/base_body/pose_0081/subject_0000_params.json', '../../Data/base_body/pose_0183/subject_0000_params.json', '../../Data/base_body/pose_0146/subject_0000_params.json', '../../Data/base_body/pose_0077/subject_0000_params.json', '../../Data/base_body/pose_0124/subject_0000_params.json', '../../Data/base_body/pose_0150/subject_0000_params.json', '../../Data/base_body/pose_0125/subject_0000_params.json', '../../Data/base_body/pose_0092/subject_0000_params.json', '../../Data/base_body/pose_0093/subject_0000_params.json', '../../Data/base_body/pose_0121/subject_0000_params.json', '../../Data/base_body/pose_0033/subject_0000_params.json', '../../Data/base_body/pose_0027/subject_0000_params.json', '../../Data/base_body/pose_0149/subject_0000_params.json', '../../Data/base_body/pose_0061/subject_0000_params.json', '../../Data/base_body/pose_0205/subject_0000_params.json', '../../Data/base_body/pose_0155/subject_0000_params.json', '../../Data/base_body/pose_0095/subject_0000_params.json', '../../Data/base_body/pose_0116/subject_0000_params.json', '../../Data/base_body/pose_0004/subject_0000_params.json', '../../Data/base_body/pose_0145/subject_0000_params.json', '../../Data/base_body/pose_0192/subject_0000_params.json', '../../Data/base_body/pose_0174/subject_0000_params.json', '../../Data/base_body/pose_0064/subject_0000_params.json', '../../Data/base_body/pose_0018/subject_0000_params.json', '../../Data/base_body/pose_0186/subject_0000_params.json', '../../Data/base_body/pose_0229/subject_0000_params.json', '../../Data/base_body/pose_0110/subject_0000_params.json', '../../Data/base_body/pose_0120/subject_0000_params.json', '../../Data/base_body/pose_0017/subject_0000_params.json', '../../Data/base_body/pose_0148/subject_0000_params.json', '../../Data/base_body/pose_0008/subject_0000_params.json', '../../Data/base_body/pose_0225/subject_0000_params.json', '../../Data/base_body/pose_0057/subject_0000_params.json', '../../Data/base_body/pose_0058/subject_0000_params.json', '../../Data/base_body/pose_0067/subject_0000_params.json', '../../Data/base_body/pose_0131/subject_0000_params.json', '../../Data/base_body/pose_0012/subject_0000_params.json', '../../Data/base_body/pose_0161/subject_0000_params.json', '../../Data/base_body/pose_0087/subject_0000_params.json', '../../Data/base_body/pose_0129/subject_0000_params.json', '../../Data/base_body/pose_0223/subject_0000_params.json', '../../Data/base_body/pose_0210/subject_0000_params.json', '../../Data/base_body/pose_0096/subject_0000_params.json', '../../Data/base_body/pose_0060/subject_0000_params.json', '../../Data/base_body/pose_0082/subject_0000_params.json', '../../Data/base_body/pose_0104/subject_0000_params.json', '../../Data/base_body/pose_0185/subject_0000_params.json', '../../Data/base_body/pose_0180/subject_0000_params.json', '../../Data/base_body/pose_0127/subject_0000_params.json', '../../Data/base_body/pose_0188/subject_0000_params.json', '../../Data/base_body/pose_0050/subject_0000_params.json', '../../Data/base_body/pose_0046/subject_0000_params.json', '../../Data/base_body/pose_0187/subject_0000_params.json', '../../Data/base_body/pose_0065/subject_0000_params.json', '../../Data/base_body/pose_0197/subject_0000_params.json', '../../Data/base_body/pose_0071/subject_0000_params.json', '../../Data/base_body/pose_0011/subject_0000_params.json', '../../Data/base_body/pose_0069/subject_0000_params.json', '../../Data/base_body/pose_0072/subject_0000_params.json', '../../Data/base_body/pose_0213/subject_0000_params.json', '../../Data/base_body/pose_0094/subject_0000_params.json', '../../Data/base_body/pose_0156/subject_0000_params.json', '../../Data/base_body/pose_0230/subject_0000_params.json', '../../Data/base_body/pose_0034/subject_0000_params.json', '../../Data/base_body/pose_0022/subject_0000_params.json', '../../Data/base_body/pose_0103/subject_0000_params.json', '../../Data/base_body/pose_0005/subject_0000_params.json', '../../Data/base_body/pose_0167/subject_0000_params.json', '../../Data/base_body/pose_0232/subject_0000_params.json', '../../Data/base_body/pose_0170/subject_0000_params.json', '../../Data/base_body/pose_0068/subject_0000_params.json', '../../Data/base_body/pose_0214/subject_0000_params.json', '../../Data/base_body/pose_0055/subject_0000_params.json', '../../Data/base_body/pose_0075/subject_0000_params.json', '../../Data/base_body/pose_0140/subject_0000_params.json', '../../Data/base_body/pose_0045/subject_0000_params.json', '../../Data/base_body/pose_0221/subject_0000_params.json', '../../Data/base_body/pose_0013/subject_0000_params.json', '../../Data/base_body/pose_0154/subject_0000_params.json', '../../Data/base_body/pose_0114/subject_0000_params.json', '../../Data/base_body/pose_0070/subject_0000_params.json', '../../Data/base_body/pose_0198/subject_0000_params.json', '../../Data/base_body/pose_0216/subject_0000_params.json', '../../Data/base_body/pose_0097/subject_0000_params.json', '../../Data/base_body/pose_0126/subject_0000_params.json', '../../Data/base_body/pose_0152/subject_0000_params.json', '../../Data/base_body/pose_0112/subject_0000_params.json', '../../Data/base_body/pose_0078/subject_0000_params.json', '../../Data/base_body/pose_0025/subject_0000_params.json', '../../Data/base_body/pose_0151/subject_0000_params.json', '../../Data/base_body/pose_0026/subject_0000_params.json', '../../Data/base_body/pose_0080/subject_0000_params.json', '../../Data/base_body/pose_0105/subject_0000_params.json', '../../Data/base_body/pose_0035/subject_0000_params.json', '../../Data/base_body/pose_0118/subject_0000_params.json', '../../Data/base_body/pose_0136/subject_0000_params.json', '../../Data/base_body/pose_0208/subject_0000_params.json', '../../Data/base_body/pose_0085/subject_0000_params.json', '../../Data/base_body/pose_0006/subject_0000_params.json', '../../Data/base_body/pose_0173/subject_0000_params.json', '../../Data/base_body/pose_0166/subject_0000_params.json', '../../Data/base_body/pose_0113/subject_0000_params.json', '../../Data/base_body/pose_0163/subject_0000_params.json', '../../Data/base_body/pose_0059/subject_0000_params.json', '../../Data/base_body/pose_0051/subject_0000_params.json', '../../Data/base_body/pose_0135/subject_0000_params.json', '../../Data/base_body/pose_0228/subject_0000_params.json', '../../Data/base_body/pose_0038/subject_0000_params.json', '../../Data/base_body/pose_0199/subject_0000_params.json', '../../Data/base_body/pose_0169/subject_0000_params.json', '../../Data/base_body/pose_0160/subject_0000_params.json', '../../Data/base_body/pose_0021/subject_0000_params.json', '../../Data/base_body/pose_0178/subject_0000_params.json', '../../Data/base_body/pose_0042/subject_0000_params.json', '../../Data/base_body/pose_0074/subject_0000_params.json', '../../Data/base_body/pose_0172/subject_0000_params.json', '../../Data/base_body/pose_0031/subject_0000_params.json']
../../Data/base_body/pose_0153/subject_0000/clothWhite2/subject_0000_clothWhite2-scale10.obj

>>> 100/231 loading...
training... 38100/300000: loss: 42.446
training... 38200/300000: loss: 34.367
training... 38300/300000: loss: 30.457
training... 38400/300000: loss: 34.972
training... 38500/300000: loss: 31.571
training... 38600/300000: loss: 37.393
training... 38700/300000: loss: 35.112
training... 38800/300000: loss: 31.266
training... 38900/300000: loss: 31.551
training... 39000/300000: loss: 35.718
training... 39100/300000: loss: 30.694
training... 39200/300000: loss: 35.977
training... 39300/300000: loss: 32.284
training... 39400/300000: loss: 36.780
training... 39500/300000: loss: 38.304
training... 39600/300000: loss: 26.715
training... 39700/300000: loss: 30.389
training... 39800/300000: loss: 31.923
training... 39900/300000: loss: 50.074
training... 40000/300000: loss: 30.868
training... 40100/300000: loss: 36.616
training... 40200/300000: loss: 28.606
training... 40300/300000: loss: 31.056
training... 40400/300000: loss: 33.915
training... 40500/300000: loss: 32.802
training... 40600/300000: loss: 31.088
training... 40700/300000: loss: 35.078
training... 40800/300000: loss: 31.599
training... 40900/300000: loss: 29.412
training... 41000/300000: loss: 35.276
training... 41100/300000: loss: 29.121
training... 41200/300000: loss: 29.929
training... 41300/300000: loss: 32.379
training... 41400/300000: loss: 30.108
training... 41500/300000: loss: 26.925
training... 41600/300000: loss: 30.102
training... 41700/300000: loss: 33.138
training... 41800/300000: loss: 28.050
training... 41900/300000: loss: 30.250
training... 42000/300000: loss: 31.148
training... 42100/300000: loss: 26.995
training... 42200/300000: loss: 30.601
training... 42300/300000: loss: 29.571
training... 42400/300000: loss: 31.625
training... 42500/300000: loss: 26.546
training... 42600/300000: loss: 28.725
training... 42700/300000: loss: 24.790
training... 42800/300000: loss: 25.484
training... 42900/300000: loss: 31.553
training... 43000/300000: loss: 30.308
training... 43100/300000: loss: 27.121
training... 43200/300000: loss: 26.485
training... 43300/300000: loss: 28.409
training... 43400/300000: loss: 29.499
training... 43500/300000: loss: 28.560
training... 43600/300000: loss: 27.077
training... 43700/300000: loss: 26.974
training... 43800/300000: loss: 30.301
training... 43900/300000: loss: 36.007
training... 44000/300000: loss: 30.865
training... 44100/300000: loss: 33.756
training... 44200/300000: loss: 28.214
training... 44300/300000: loss: 26.433
training... 44400/300000: loss: 26.995
training... 44500/300000: loss: 28.568
training... 44600/300000: loss: 27.095
training... 44700/300000: loss: 31.158
training... 44800/300000: loss: 28.451
training... 44900/300000: loss: 27.371
training... 45000/300000: loss: 27.910
training... 45100/300000: loss: 33.840
training... 45200/300000: loss: 29.422
training... 45300/300000: loss: 30.609
training... 45400/300000: loss: 27.022
training... 45500/300000: loss: 31.048
training... 45600/300000: loss: 31.500
training... 45700/300000: loss: 32.266
training... 45800/300000: loss: 30.414
training... 45900/300000: loss: 33.037
training... 46000/300000: loss: 30.139
training... 46100/300000: loss: 28.972
training... 46200/300000: loss: 25.899
training... 46300/300000: loss: 28.884
training... 46400/300000: loss: 31.846
training... 46500/300000: loss: 27.012
training... 46600/300000: loss: 27.394
training... 46700/300000: loss: 23.798
training... 46800/300000: loss: 39.886
training... 46900/300000: loss: 30.597
training... 47000/300000: loss: 25.534
training... 47100/300000: loss: 24.510
training... 47200/300000: loss: 30.953
training... 47300/300000: loss: 25.761
training... 47400/300000: loss: 25.703
training... 47500/300000: loss: 29.053
training... 47600/300000: loss: 24.743
training... 47700/300000: loss: 26.437
training... 47800/300000: loss: 31.706
training... 47900/300000: loss: 28.767
training... 48000/300000: loss: 31.496
training... 48100/300000: loss: 27.754
training... 48200/300000: loss: 28.061
training... 48300/300000: loss: 34.030
training... 48400/300000: loss: 28.216
training... 48500/300000: loss: 38.676
training... 48600/300000: loss: 28.287
training... 48700/300000: loss: 28.737
training... 48800/300000: loss: 34.448
training... 48900/300000: loss: 28.488
training... 49000/300000: loss: 25.649
training... 49100/300000: loss: 24.877
training... 49200/300000: loss: 29.468
training... 49300/300000: loss: 27.231
training... 49400/300000: loss: 26.795
training... 49500/300000: loss: 25.841
training... 49600/300000: loss: 27.040
training... 49700/300000: loss: 30.059
training... 49800/300000: loss: 27.550
training... 49900/300000: loss: 25.131
training... 50000/300000: loss: 28.647
training... 50100/300000: loss: 28.077
training... 50200/300000: loss: 29.363
training... 50300/300000: loss: 28.830
training... 50400/300000: loss: 29.963
training... 50500/300000: loss: 25.238
training... 50600/300000: loss: 27.183
training... 50700/300000: loss: 30.130
training... 50800/300000: loss: 25.361
training... 50900/300000: loss: 28.257
training... 51000/300000: loss: 29.375
training... 51100/300000: loss: 24.863
training... 51200/300000: loss: 24.767
training... 51300/300000: loss: 24.140
training... 51400/300000: loss: 22.257
training... 51500/300000: loss: 27.065
training... 51600/300000: loss: 26.150
training... 51700/300000: loss: 25.400
training... 51800/300000: loss: 31.140
training... 51900/300000: loss: 28.060
training... 52000/300000: loss: 25.799
training... 52100/300000: loss: 41.399
training... 52200/300000: loss: 30.179
training... 52300/300000: loss: 26.459
training... 52400/300000: loss: 26.543
training... 52500/300000: loss: 28.669
training... 52600/300000: loss: 28.532
training... 52700/300000: loss: 28.818
training... 52800/300000: loss: 28.716
training... 52900/300000: loss: 28.274
training... 53000/300000: loss: 27.138
training... 53100/300000: loss: 24.351
training... 53200/300000: loss: 29.748
training... 53300/300000: loss: 29.680
training... 53400/300000: loss: 27.047
training... 53500/300000: loss: 28.772
training... 53600/300000: loss: 23.954
training... 53700/300000: loss: 27.668
training... 53800/300000: loss: 25.467
training... 53900/300000: loss: 23.707
training... 54000/300000: loss: 23.706
training... 54100/300000: loss: 25.214
training... 54200/300000: loss: 27.060
training... 54300/300000: loss: 27.883
training... 54400/300000: loss: 28.091
training... 54500/300000: loss: 26.635
training... 54600/300000: loss: 29.664
training... 54700/300000: loss: 32.270
training... 54800/300000: loss: 26.136
training... 54900/300000: loss: 21.679
training... 55000/300000: loss: 24.195
training... 55100/300000: loss: 29.523
training... 55200/300000: loss: 25.319
training... 55300/300000: loss: 21.174
training... 55400/300000: loss: 24.206
training... 55500/300000: loss: 22.696
training... 55600/300000: loss: 24.688
training... 55700/300000: loss: 28.377
training... 55800/300000: loss: 25.967
training... 55900/300000: loss: 30.776
training... 56000/300000: loss: 25.667
training... 56100/300000: loss: 28.267
training... 56200/300000: loss: 21.828
training... 56300/300000: loss: 26.331
training... 56400/300000: loss: 24.525
training... 56500/300000: loss: 23.306
training... 56600/300000: loss: 30.312
training... 56700/300000: loss: 29.804
training... 56800/300000: loss: 23.810
training... 56900/300000: loss: 26.222
training... 57000/300000: loss: 27.211
training... 57100/300000: loss: 26.160
training... 57200/300000: loss: 26.832
training... 57300/300000: loss: 24.851
training... 57400/300000: loss: 24.358
training... 57500/300000: loss: 30.249
training... 57600/300000: loss: 28.328
training... 57700/300000: loss: 36.099
training... 57800/300000: loss: 24.113
training... 57900/300000: loss: 26.947
training... 58000/300000: loss: 27.251
training... 58100/300000: loss: 23.940
training... 58200/300000: loss: 27.787
training... 58300/300000: loss: 24.024
training... 58400/300000: loss: 24.202
training... 58500/300000: loss: 26.255
training... 58600/300000: loss: 27.284
training... 58700/300000: loss: 24.745
training... 58800/300000: loss: 27.733
training... 58900/300000: loss: 28.142
training... 59000/300000: loss: 22.720
training... 59100/300000: loss: 23.999
training... 59200/300000: loss: 30.867
training... 59300/300000: loss: 23.777
training... 59400/300000: loss: 24.979
training... 59500/300000: loss: 31.160
training... 59600/300000: loss: 27.051
training... 59700/300000: loss: 27.097
training... 59800/300000: loss: 22.121
training... 59900/300000: loss: 22.739
training... 60000/300000: loss: 24.857
training... 60100/300000: loss: 25.249
training... 60200/300000: loss: 26.935
training... 60300/300000: loss: 25.057
training... 60400/300000: loss: 23.405
training... 60500/300000: loss: 22.430
training... 60600/300000: loss: 27.527
training... 60700/300000: loss: 21.928
training... 60800/300000: loss: 22.758
training... 60900/300000: loss: 23.021
training... 61000/300000: loss: 25.221
training... 61100/300000: loss: 21.762
training... 61200/300000: loss: 23.576
training... 61300/300000: loss: 24.898
training... 61400/300000: loss: 23.036
training... 61500/300000: loss: 28.109
training... 61600/300000: loss: 24.333
training... 61700/300000: loss: 22.207
training... 61800/300000: loss: 25.872
training... 61900/300000: loss: 23.140
training... 62000/300000: loss: 23.205
training... 62100/300000: loss: 25.228
training... 62200/300000: loss: 24.148
training... 62300/300000: loss: 22.622
training... 62400/300000: loss: 29.118
training... 62500/300000: loss: 25.595
training... 62600/300000: loss: 25.851
training... 62700/300000: loss: 23.778
training... 62800/300000: loss: 26.460
training... 62900/300000: loss: 28.299
training... 63000/300000: loss: 22.721
training... 63100/300000: loss: 24.425
training... 63200/300000: loss: 22.990
training... 63300/300000: loss: 23.306
training... 63400/300000: loss: 23.913
training... 63500/300000: loss: 22.996
training... 63600/300000: loss: 29.719
training... 63700/300000: loss: 23.893
training... 63800/300000: loss: 23.885
training... 63900/300000: loss: 25.204
training... 64000/300000: loss: 21.038
training... 64100/300000: loss: 20.833
training... 64200/300000: loss: 27.583
training... 64300/300000: loss: 22.316
training... 64400/300000: loss: 24.879
training... 64500/300000: loss: 25.055
training... 64600/300000: loss: 25.990
training... 64700/300000: loss: 24.668
training... 64800/300000: loss: 26.688
training... 64900/300000: loss: 22.524
training... 65000/300000: loss: 21.905
training... 65100/300000: loss: 25.055
training... 65200/300000: loss: 21.134
training... 65300/300000: loss: 23.204
training... 65400/300000: loss: 21.151
training... 65500/300000: loss: 22.376
training... 65600/300000: loss: 27.235
training... 65700/300000: loss: 26.633
training... 65800/300000: loss: 21.906
training... 65900/300000: loss: 23.500
training... 66000/300000: loss: 29.239
training... 66100/300000: loss: 23.795
training... 66200/300000: loss: 24.026
training... 66300/300000: loss: 24.312
training... 66400/300000: loss: 22.427
training... 66500/300000: loss: 22.233
training... 66600/300000: loss: 21.606
training... 66700/300000: loss: 19.302
training... 66800/300000: loss: 23.811
training... 66900/300000: loss: 20.652
training... 67000/300000: loss: 21.467
training... 67100/300000: loss: 25.491
training... 67200/300000: loss: 24.081
training... 67300/300000: loss: 24.646
training... 67400/300000: loss: 26.268
training... 67500/300000: loss: 25.430
training... 67600/300000: loss: 19.283
training... 67700/300000: loss: 20.477
training... 67800/300000: loss: 22.819
training... 67900/300000: loss: 20.103
training... 68000/300000: loss: 21.393
training... 68100/300000: loss: 20.388
training... 68200/300000: loss: 21.854
training... 68300/300000: loss: 21.107
training... 68400/300000: loss: 19.407
training... 68500/300000: loss: 26.106
training... 68600/300000: loss: 24.869
training... 68700/300000: loss: 20.663
training... 68800/300000: loss: 19.744
training... 68900/300000: loss: 21.219
training... 69000/300000: loss: 23.101
training... 69100/300000: loss: 21.809
training... 69200/300000: loss: 18.281
training... 69300/300000: loss: 22.054
training... 69400/300000: loss: 23.155
training... 69500/300000: loss: 24.787
training... 69600/300000: loss: 20.908
training... 69700/300000: loss: 20.890
training... 69800/300000: loss: 21.237
training... 69900/300000: loss: 22.779
training... 70000/300000: loss: 26.307
training... 70100/300000: loss: 21.007
training... 70200/300000: loss: 23.856
training... 70300/300000: loss: 22.291
training... 70400/300000: loss: 21.443
training... 70500/300000: loss: 20.135
training... 70600/300000: loss: 23.380
training... 70700/300000: loss: 20.742
training... 70800/300000: loss: 22.153
training... 70900/300000: loss: 22.203
training... 71000/300000: loss: 23.147
training... 71100/300000: loss: 22.919
training... 71200/300000: loss: 21.627
training... 71300/300000: loss: 21.884
training... 71400/300000: loss: 22.271
training... 71500/300000: loss: 24.870
training... 71600/300000: loss: 18.529
training... 71700/300000: loss: 22.695
training... 71800/300000: loss: 22.964
training... 71900/300000: loss: 24.162
training... 72000/300000: loss: 22.545
training... 72100/300000: loss: 20.252
training... 72200/300000: loss: 22.848
training... 72300/300000: loss: 20.819
training... 72400/300000: loss: 22.043
training... 72500/300000: loss: 21.788
training... 72600/300000: loss: 20.526
training... 72700/300000: loss: 21.742
training... 72800/300000: loss: 24.102
training... 72900/300000: loss: 21.348
training... 73000/300000: loss: 22.472
training... 73100/300000: loss: 22.387
training... 73200/300000: loss: 24.432
training... 73300/300000: loss: 20.941
training... 73400/300000: loss: 18.698
training... 73500/300000: loss: 21.089
training... 73600/300000: loss: 23.495
training... 73700/300000: loss: 23.434
training... 73800/300000: loss: 23.443
training... 73900/300000: loss: 21.121
training... 74000/300000: loss: 20.642
training... 74100/300000: loss: 23.222
training... 74200/300000: loss: 19.872
training... 74300/300000: loss: 22.528
training... 74400/300000: loss: 23.473
training... 74500/300000: loss: 23.316
training... 74600/300000: loss: 23.199
training... 74700/300000: loss: 22.794
training... 74800/300000: loss: 18.163
training... 74900/300000: loss: 22.026
training... 75000/300000: loss: 22.515
training... 75100/300000: loss: 21.527
training... 75200/300000: loss: 22.239
training... 75300/300000: loss: 19.316
training... 75400/300000: loss: 20.318
training... 75500/300000: loss: 22.736
training... 75600/300000: loss: 19.550
training... 75700/300000: loss: 22.438
training... 75800/300000: loss: 21.709
training... 75900/300000: loss: 22.443
training... 76000/300000: loss: 20.446
training... 76100/300000: loss: 20.825
training... 76200/300000: loss: 21.335
training... 76300/300000: loss: 20.818
training... 76400/300000: loss: 22.008
training... 76500/300000: loss: 24.952
training... 76600/300000: loss: 18.767
training... 76700/300000: loss: 18.843
training... 76800/300000: loss: 20.785
training... 76900/300000: loss: 18.329
training... 77000/300000: loss: 22.981
training... 77100/300000: loss: 21.442
training... 77200/300000: loss: 24.889
training... 77300/300000: loss: 22.308
training... 77400/300000: loss: 22.926
training... 77500/300000: loss: 23.703
training... 77600/300000: loss: 19.226
training... 77700/300000: loss: 22.622
training... 77800/300000: loss: 21.755
training... 77900/300000: loss: 24.818
training... 78000/300000: loss: 22.911
training... 78100/300000: loss: 22.066
training... 78200/300000: loss: 21.829
training... 78300/300000: loss: 21.550
training... 78400/300000: loss: 20.132
training... 78500/300000: loss: 19.482
training... 78600/300000: loss: 22.055
training... 78700/300000: loss: 22.984
training... 78800/300000: loss: 21.981
training... 78900/300000: loss: 21.724
training... 79000/300000: loss: 19.206
training... 79100/300000: loss: 23.180
training... 79200/300000: loss: 21.410
training... 79300/300000: loss: 21.031
training... 79400/300000: loss: 21.130
training... 79500/300000: loss: 23.046
training... 79600/300000: loss: 23.333
training... 79700/300000: loss: 22.040
training... 79800/300000: loss: 22.841
training... 79900/300000: loss: 21.127
training... 80000/300000: loss: 20.881
training... 80100/300000: loss: 19.222
training... 80200/300000: loss: 21.005
training... 80300/300000: loss: 19.057
training... 80400/300000: loss: 20.085
training... 80500/300000: loss: 21.158
training... 80600/300000: loss: 24.793
training... 80700/300000: loss: 21.012
training... 80800/300000: loss: 19.055
training... 80900/300000: loss: 22.429
training... 81000/300000: loss: 18.031
training... 81100/300000: loss: 20.511
training... 81200/300000: loss: 21.027
training... 81300/300000: loss: 22.122
training... 81400/300000: loss: 24.098
training... 81500/300000: loss: 24.913
training... 81600/300000: loss: 20.957
training... 81700/300000: loss: 23.518
training... 81800/300000: loss: 16.157
training... 81900/300000: loss: 20.777
training... 82000/300000: loss: 21.485
training... 82100/300000: loss: 20.206
training... 82200/300000: loss: 24.477
training... 82300/300000: loss: 20.455
training... 82400/300000: loss: 20.841
training... 82500/300000: loss: 24.449
training... 82600/300000: loss: 22.309
training... 82700/300000: loss: 21.689
training... 82800/300000: loss: 19.270
training... 82900/300000: loss: 21.741
training... 83000/300000: loss: 19.386
training... 83100/300000: loss: 20.003
training... 83200/300000: loss: 20.902
training... 83300/300000: loss: 21.453
training... 83400/300000: loss: 19.399
training... 83500/300000: loss: 19.095
training... 83600/300000: loss: 18.623
training... 83700/300000: loss: 21.523
training... 83800/300000: loss: 23.557
training... 83900/300000: loss: 22.296
training... 84000/300000: loss: 21.393
training... 84100/300000: loss: 19.617
