>>> Initializing clothing shape model...
>>> Star initialized.
>>> Get parameters list...
>>> Length of pose: 231
>>> Length of shape: 1
>>> Length of data: 231
self.base_body_list is 
['../../Data/base_body/pose_0153/subject_0000_params.json', '../../Data/base_body/pose_0079/subject_0000_params.json', '../../Data/base_body/pose_0133/subject_0000_params.json', '../../Data/base_body/pose_0206/subject_0000_params.json', '../../Data/base_body/pose_0023/subject_0000_params.json', '../../Data/base_body/pose_0144/subject_0000_params.json', '../../Data/base_body/pose_0202/subject_0000_params.json', '../../Data/base_body/pose_0191/subject_0000_params.json', '../../Data/base_body/pose_0222/subject_0000_params.json', '../../Data/base_body/pose_0041/subject_0000_params.json', '../../Data/base_body/pose_0109/subject_0000_params.json', '../../Data/base_body/pose_0168/subject_0000_params.json', '../../Data/base_body/pose_0224/subject_0000_params.json', '../../Data/base_body/pose_0215/subject_0000_params.json', '../../Data/base_body/pose_0143/subject_0000_params.json', '../../Data/base_body/pose_0227/subject_0000_params.json', '../../Data/base_body/pose_0062/subject_0000_params.json', '../../Data/base_body/pose_0016/subject_0000_params.json', '../../Data/base_body/pose_0054/subject_0000_params.json', '../../Data/base_body/pose_0204/subject_0000_params.json', '../../Data/base_body/pose_0162/subject_0000_params.json', '../../Data/base_body/pose_0130/subject_0000_params.json', '../../Data/base_body/pose_0134/subject_0000_params.json', '../../Data/base_body/pose_0066/subject_0000_params.json', '../../Data/base_body/pose_0212/subject_0000_params.json', '../../Data/base_body/pose_0157/subject_0000_params.json', '../../Data/base_body/pose_0028/subject_0000_params.json', '../../Data/base_body/pose_0189/subject_0000_params.json', '../../Data/base_body/pose_0029/subject_0000_params.json', '../../Data/base_body/pose_0000/subject_0000_params.json', '../../Data/base_body/pose_0158/subject_0000_params.json', '../../Data/base_body/pose_0177/subject_0000_params.json', '../../Data/base_body/pose_0164/subject_0000_params.json', '../../Data/base_body/pose_0119/subject_0000_params.json', '../../Data/base_body/pose_0190/subject_0000_params.json', '../../Data/base_body/pose_0076/subject_0000_params.json', '../../Data/base_body/pose_0086/subject_0000_params.json', '../../Data/base_body/pose_0207/subject_0000_params.json', '../../Data/base_body/pose_0040/subject_0000_params.json', '../../Data/base_body/pose_0084/subject_0000_params.json', '../../Data/base_body/pose_0220/subject_0000_params.json', '../../Data/base_body/pose_0159/subject_0000_params.json', '../../Data/base_body/pose_0179/subject_0000_params.json', '../../Data/base_body/pose_0030/subject_0000_params.json', '../../Data/base_body/pose_0007/subject_0000_params.json', '../../Data/base_body/pose_0200/subject_0000_params.json', '../../Data/base_body/pose_0141/subject_0000_params.json', '../../Data/base_body/pose_0138/subject_0000_params.json', '../../Data/base_body/pose_0203/subject_0000_params.json', '../../Data/base_body/pose_0176/subject_0000_params.json', '../../Data/base_body/pose_0165/subject_0000_params.json', '../../Data/base_body/pose_0052/subject_0000_params.json', '../../Data/base_body/pose_0090/subject_0000_params.json', '../../Data/base_body/pose_0001/subject_0000_params.json', '../../Data/base_body/pose_0063/subject_0000_params.json', '../../Data/base_body/pose_0122/subject_0000_params.json', '../../Data/base_body/pose_0194/subject_0000_params.json', '../../Data/base_body/pose_0132/subject_0000_params.json', '../../Data/base_body/pose_0099/subject_0000_params.json', '../../Data/base_body/pose_0147/subject_0000_params.json', '../../Data/base_body/pose_0142/subject_0000_params.json', '../../Data/base_body/pose_0014/subject_0000_params.json', '../../Data/base_body/pose_0137/subject_0000_params.json', '../../Data/base_body/pose_0107/subject_0000_params.json', '../../Data/base_body/pose_0201/subject_0000_params.json', '../../Data/base_body/pose_0195/subject_0000_params.json', '../../Data/base_body/pose_0015/subject_0000_params.json', '../../Data/base_body/pose_0002/subject_0000_params.json', '../../Data/base_body/pose_0020/subject_0000_params.json', '../../Data/base_body/pose_0003/subject_0000_params.json', '../../Data/base_body/pose_0211/subject_0000_params.json', '../../Data/base_body/pose_0102/subject_0000_params.json', '../../Data/base_body/pose_0231/subject_0000_params.json', '../../Data/base_body/pose_0019/subject_0000_params.json', '../../Data/base_body/pose_0217/subject_0000_params.json', '../../Data/base_body/pose_0175/subject_0000_params.json', '../../Data/base_body/pose_0181/subject_0000_params.json', '../../Data/base_body/pose_0043/subject_0000_params.json', '../../Data/base_body/pose_0106/subject_0000_params.json', '../../Data/base_body/pose_0139/subject_0000_params.json', '../../Data/base_body/pose_0101/subject_0000_params.json', '../../Data/base_body/pose_0128/subject_0000_params.json', '../../Data/base_body/pose_0053/subject_0000_params.json', '../../Data/base_body/pose_0115/subject_0000_params.json', '../../Data/base_body/pose_0193/subject_0000_params.json', '../../Data/base_body/pose_0111/subject_0000_params.json', '../../Data/base_body/pose_0123/subject_0000_params.json', '../../Data/base_body/pose_0117/subject_0000_params.json', '../../Data/base_body/pose_0089/subject_0000_params.json', '../../Data/base_body/pose_0182/subject_0000_params.json', '../../Data/base_body/pose_0108/subject_0000_params.json', '../../Data/base_body/pose_0073/subject_0000_params.json', '../../Data/base_body/pose_0056/subject_0000_params.json', '../../Data/base_body/pose_0226/subject_0000_params.json', '../../Data/base_body/pose_0037/subject_0000_params.json', '../../Data/base_body/pose_0218/subject_0000_params.json', '../../Data/base_body/pose_0088/subject_0000_params.json', '../../Data/base_body/pose_0009/subject_0000_params.json', '../../Data/base_body/pose_0196/subject_0000_params.json', '../../Data/base_body/pose_0083/subject_0000_params.json', '../../Data/base_body/pose_0100/subject_0000_params.json', '../../Data/base_body/pose_0039/subject_0000_params.json', '../../Data/base_body/pose_0032/subject_0000_params.json', '../../Data/base_body/pose_0024/subject_0000_params.json', '../../Data/base_body/pose_0209/subject_0000_params.json', '../../Data/base_body/pose_0171/subject_0000_params.json', '../../Data/base_body/pose_0044/subject_0000_params.json', '../../Data/base_body/pose_0184/subject_0000_params.json', '../../Data/base_body/pose_0098/subject_0000_params.json', '../../Data/base_body/pose_0091/subject_0000_params.json', '../../Data/base_body/pose_0049/subject_0000_params.json', '../../Data/base_body/pose_0047/subject_0000_params.json', '../../Data/base_body/pose_0048/subject_0000_params.json', '../../Data/base_body/pose_0036/subject_0000_params.json', '../../Data/base_body/pose_0081/subject_0000_params.json', '../../Data/base_body/pose_0183/subject_0000_params.json', '../../Data/base_body/pose_0146/subject_0000_params.json', '../../Data/base_body/pose_0077/subject_0000_params.json', '../../Data/base_body/pose_0124/subject_0000_params.json', '../../Data/base_body/pose_0150/subject_0000_params.json', '../../Data/base_body/pose_0125/subject_0000_params.json', '../../Data/base_body/pose_0092/subject_0000_params.json', '../../Data/base_body/pose_0093/subject_0000_params.json', '../../Data/base_body/pose_0121/subject_0000_params.json', '../../Data/base_body/pose_0033/subject_0000_params.json', '../../Data/base_body/pose_0027/subject_0000_params.json', '../../Data/base_body/pose_0149/subject_0000_params.json', '../../Data/base_body/pose_0061/subject_0000_params.json', '../../Data/base_body/pose_0205/subject_0000_params.json', '../../Data/base_body/pose_0155/subject_0000_params.json', '../../Data/base_body/pose_0095/subject_0000_params.json', '../../Data/base_body/pose_0116/subject_0000_params.json', '../../Data/base_body/pose_0004/subject_0000_params.json', '../../Data/base_body/pose_0145/subject_0000_params.json', '../../Data/base_body/pose_0192/subject_0000_params.json', '../../Data/base_body/pose_0174/subject_0000_params.json', '../../Data/base_body/pose_0064/subject_0000_params.json', '../../Data/base_body/pose_0018/subject_0000_params.json', '../../Data/base_body/pose_0186/subject_0000_params.json', '../../Data/base_body/pose_0229/subject_0000_params.json', '../../Data/base_body/pose_0110/subject_0000_params.json', '../../Data/base_body/pose_0120/subject_0000_params.json', '../../Data/base_body/pose_0017/subject_0000_params.json', '../../Data/base_body/pose_0148/subject_0000_params.json', '../../Data/base_body/pose_0008/subject_0000_params.json', '../../Data/base_body/pose_0225/subject_0000_params.json', '../../Data/base_body/pose_0057/subject_0000_params.json', '../../Data/base_body/pose_0058/subject_0000_params.json', '../../Data/base_body/pose_0067/subject_0000_params.json', '../../Data/base_body/pose_0131/subject_0000_params.json', '../../Data/base_body/pose_0012/subject_0000_params.json', '../../Data/base_body/pose_0161/subject_0000_params.json', '../../Data/base_body/pose_0087/subject_0000_params.json', '../../Data/base_body/pose_0129/subject_0000_params.json', '../../Data/base_body/pose_0223/subject_0000_params.json', '../../Data/base_body/pose_0210/subject_0000_params.json', '../../Data/base_body/pose_0096/subject_0000_params.json', '../../Data/base_body/pose_0060/subject_0000_params.json', '../../Data/base_body/pose_0082/subject_0000_params.json', '../../Data/base_body/pose_0104/subject_0000_params.json', '../../Data/base_body/pose_0185/subject_0000_params.json', '../../Data/base_body/pose_0180/subject_0000_params.json', '../../Data/base_body/pose_0127/subject_0000_params.json', '../../Data/base_body/pose_0188/subject_0000_params.json', '../../Data/base_body/pose_0050/subject_0000_params.json', '../../Data/base_body/pose_0046/subject_0000_params.json', '../../Data/base_body/pose_0187/subject_0000_params.json', '../../Data/base_body/pose_0065/subject_0000_params.json', '../../Data/base_body/pose_0197/subject_0000_params.json', '../../Data/base_body/pose_0071/subject_0000_params.json', '../../Data/base_body/pose_0011/subject_0000_params.json', '../../Data/base_body/pose_0069/subject_0000_params.json', '../../Data/base_body/pose_0072/subject_0000_params.json', '../../Data/base_body/pose_0213/subject_0000_params.json', '../../Data/base_body/pose_0094/subject_0000_params.json', '../../Data/base_body/pose_0156/subject_0000_params.json', '../../Data/base_body/pose_0230/subject_0000_params.json', '../../Data/base_body/pose_0034/subject_0000_params.json', '../../Data/base_body/pose_0022/subject_0000_params.json', '../../Data/base_body/pose_0103/subject_0000_params.json', '../../Data/base_body/pose_0005/subject_0000_params.json', '../../Data/base_body/pose_0167/subject_0000_params.json', '../../Data/base_body/pose_0232/subject_0000_params.json', '../../Data/base_body/pose_0170/subject_0000_params.json', '../../Data/base_body/pose_0068/subject_0000_params.json', '../../Data/base_body/pose_0214/subject_0000_params.json', '../../Data/base_body/pose_0055/subject_0000_params.json', '../../Data/base_body/pose_0075/subject_0000_params.json', '../../Data/base_body/pose_0140/subject_0000_params.json', '../../Data/base_body/pose_0045/subject_0000_params.json', '../../Data/base_body/pose_0221/subject_0000_params.json', '../../Data/base_body/pose_0013/subject_0000_params.json', '../../Data/base_body/pose_0154/subject_0000_params.json', '../../Data/base_body/pose_0114/subject_0000_params.json', '../../Data/base_body/pose_0070/subject_0000_params.json', '../../Data/base_body/pose_0198/subject_0000_params.json', '../../Data/base_body/pose_0216/subject_0000_params.json', '../../Data/base_body/pose_0097/subject_0000_params.json', '../../Data/base_body/pose_0126/subject_0000_params.json', '../../Data/base_body/pose_0152/subject_0000_params.json', '../../Data/base_body/pose_0112/subject_0000_params.json', '../../Data/base_body/pose_0078/subject_0000_params.json', '../../Data/base_body/pose_0025/subject_0000_params.json', '../../Data/base_body/pose_0151/subject_0000_params.json', '../../Data/base_body/pose_0026/subject_0000_params.json', '../../Data/base_body/pose_0080/subject_0000_params.json', '../../Data/base_body/pose_0105/subject_0000_params.json', '../../Data/base_body/pose_0035/subject_0000_params.json', '../../Data/base_body/pose_0118/subject_0000_params.json', '../../Data/base_body/pose_0136/subject_0000_params.json', '../../Data/base_body/pose_0208/subject_0000_params.json', '../../Data/base_body/pose_0085/subject_0000_params.json', '../../Data/base_body/pose_0006/subject_0000_params.json', '../../Data/base_body/pose_0173/subject_0000_params.json', '../../Data/base_body/pose_0166/subject_0000_params.json', '../../Data/base_body/pose_0113/subject_0000_params.json', '../../Data/base_body/pose_0163/subject_0000_params.json', '../../Data/base_body/pose_0059/subject_0000_params.json', '../../Data/base_body/pose_0051/subject_0000_params.json', '../../Data/base_body/pose_0135/subject_0000_params.json', '../../Data/base_body/pose_0228/subject_0000_params.json', '../../Data/base_body/pose_0038/subject_0000_params.json', '../../Data/base_body/pose_0199/subject_0000_params.json', '../../Data/base_body/pose_0169/subject_0000_params.json', '../../Data/base_body/pose_0160/subject_0000_params.json', '../../Data/base_body/pose_0021/subject_0000_params.json', '../../Data/base_body/pose_0178/subject_0000_params.json', '../../Data/base_body/pose_0042/subject_0000_params.json', '../../Data/base_body/pose_0074/subject_0000_params.json', '../../Data/base_body/pose_0172/subject_0000_params.json', '../../Data/base_body/pose_0031/subject_0000_params.json']
../../Data/base_body/pose_0153/subject_0000/clothWhite2/subject_0000_clothWhite2-scale10.obj

>>> 100/231 loading...
training... 38000/300000: loss: 42.865
training... 38100/300000: loss: 44.698
training... 38200/300000: loss: 44.567
training... 38300/300000: loss: 40.731
training... 38400/300000: loss: 46.596
training... 38500/300000: loss: 48.902
training... 38600/300000: loss: 45.360
training... 38700/300000: loss: 48.284
training... 38800/300000: loss: 39.509
training... 38900/300000: loss: 41.763
training... 39000/300000: loss: 49.920
training... 39100/300000: loss: 40.699
training... 39200/300000: loss: 39.348
training... 39300/300000: loss: 40.801
training... 39400/300000: loss: 40.099
training... 39500/300000: loss: 44.676
training... 39600/300000: loss: 40.979
training... 39700/300000: loss: 46.397
training... 39800/300000: loss: 38.357
training... 39900/300000: loss: 42.123
training... 40000/300000: loss: 40.130
training... 40100/300000: loss: 38.483
training... 40200/300000: loss: 46.388
training... 40300/300000: loss: 38.347
training... 40400/300000: loss: 39.878
training... 40500/300000: loss: 43.618
training... 40600/300000: loss: 40.865
training... 40700/300000: loss: 42.228
training... 40800/300000: loss: 38.439
training... 40900/300000: loss: 37.341
training... 41000/300000: loss: 41.603
training... 41100/300000: loss: 41.336
training... 41200/300000: loss: 35.057
training... 41300/300000: loss: 49.321
training... 41400/300000: loss: 37.312
training... 41500/300000: loss: 37.095
training... 41600/300000: loss: 39.445
training... 41700/300000: loss: 45.827
training... 41800/300000: loss: 34.034
training... 41900/300000: loss: 40.919
training... 42000/300000: loss: 39.812
training... 42100/300000: loss: 43.369
training... 42200/300000: loss: 38.426
training... 42300/300000: loss: 38.982
training... 42400/300000: loss: 40.618
training... 42500/300000: loss: 39.077
training... 42600/300000: loss: 43.626
training... 42700/300000: loss: 39.375
training... 42800/300000: loss: 46.524
training... 42900/300000: loss: 37.529
training... 43000/300000: loss: 35.417
training... 43100/300000: loss: 39.504
training... 43200/300000: loss: 40.148
training... 43300/300000: loss: 43.159
training... 43400/300000: loss: 37.320
training... 43500/300000: loss: 42.197
training... 43600/300000: loss: 39.477
training... 43700/300000: loss: 41.035
training... 43800/300000: loss: 39.431
training... 43900/300000: loss: 35.282
training... 44000/300000: loss: 39.889
training... 44100/300000: loss: 35.655
training... 44200/300000: loss: 44.910
training... 44300/300000: loss: 42.518
training... 44400/300000: loss: 36.447
training... 44500/300000: loss: 37.846
training... 44600/300000: loss: 36.177
training... 44700/300000: loss: 37.856
training... 44800/300000: loss: 35.477
training... 44900/300000: loss: 35.598
training... 45000/300000: loss: 38.892
training... 45100/300000: loss: 43.560
training... 45200/300000: loss: 33.103
training... 45300/300000: loss: 40.286
training... 45400/300000: loss: 33.903
training... 45500/300000: loss: 36.529
training... 45600/300000: loss: 36.692
training... 45700/300000: loss: 36.233
training... 45800/300000: loss: 37.407
training... 45900/300000: loss: 42.094
training... 46000/300000: loss: 34.944
training... 46100/300000: loss: 32.884
training... 46200/300000: loss: 36.419
training... 46300/300000: loss: 37.746
training... 46400/300000: loss: 35.713
training... 46500/300000: loss: 35.884
training... 46600/300000: loss: 34.919
training... 46700/300000: loss: 38.085
training... 46800/300000: loss: 39.764
training... 46900/300000: loss: 39.874
training... 47000/300000: loss: 36.771
training... 47100/300000: loss: 37.192
training... 47200/300000: loss: 34.205
training... 47300/300000: loss: 35.724
training... 47400/300000: loss: 43.041
training... 47500/300000: loss: 42.914
training... 47600/300000: loss: 38.328
training... 47700/300000: loss: 39.139
training... 47800/300000: loss: 37.009
training... 47900/300000: loss: 34.686
training... 48000/300000: loss: 42.788
training... 48100/300000: loss: 37.746
training... 48200/300000: loss: 34.916
training... 48300/300000: loss: 36.278
training... 48400/300000: loss: 39.285
training... 48500/300000: loss: 39.589
training... 48600/300000: loss: 33.524
training... 48700/300000: loss: 36.894
training... 48800/300000: loss: 36.819
training... 48900/300000: loss: 37.462
training... 49000/300000: loss: 35.734
training... 49100/300000: loss: 33.515
training... 49200/300000: loss: 36.795
training... 49300/300000: loss: 31.823
training... 49400/300000: loss: 30.974
training... 49500/300000: loss: 37.225
training... 49600/300000: loss: 35.352
training... 49700/300000: loss: 33.816
training... 49800/300000: loss: 28.504
training... 49900/300000: loss: 35.168
training... 50000/300000: loss: 31.668
training... 50100/300000: loss: 36.189
training... 50200/300000: loss: 34.598
training... 50300/300000: loss: 36.702
training... 50400/300000: loss: 34.955
training... 50500/300000: loss: 38.473
training... 50600/300000: loss: 37.659
training... 50700/300000: loss: 32.844
training... 50800/300000: loss: 33.820
training... 50900/300000: loss: 35.684
training... 51000/300000: loss: 33.599
training... 51100/300000: loss: 35.206
training... 51200/300000: loss: 41.218
training... 51300/300000: loss: 31.789
training... 51400/300000: loss: 34.162
training... 51500/300000: loss: 37.918
training... 51600/300000: loss: 33.016
training... 51700/300000: loss: 37.184
training... 51800/300000: loss: 36.601
training... 51900/300000: loss: 34.695
training... 52000/300000: loss: 37.168
training... 52100/300000: loss: 34.224
training... 52200/300000: loss: 37.771
training... 52300/300000: loss: 31.240
training... 52400/300000: loss: 34.408
training... 52500/300000: loss: 40.424
training... 52600/300000: loss: 35.704
training... 52700/300000: loss: 37.361
training... 52800/300000: loss: 34.987
training... 52900/300000: loss: 38.061
training... 53000/300000: loss: 32.715
training... 53100/300000: loss: 38.241
training... 53200/300000: loss: 37.644
training... 53300/300000: loss: 37.991
training... 53400/300000: loss: 33.057
training... 53500/300000: loss: 33.942
training... 53600/300000: loss: 29.942
training... 53700/300000: loss: 31.160
training... 53800/300000: loss: 39.632
training... 53900/300000: loss: 34.403
training... 54000/300000: loss: 36.220
training... 54100/300000: loss: 32.500
training... 54200/300000: loss: 33.032
training... 54300/300000: loss: 38.763
training... 54400/300000: loss: 34.873
training... 54500/300000: loss: 37.142
training... 54600/300000: loss: 34.310
training... 54700/300000: loss: 32.592
training... 54800/300000: loss: 36.721
training... 54900/300000: loss: 39.298
training... 55000/300000: loss: 36.070
training... 55100/300000: loss: 41.358
training... 55200/300000: loss: 32.434
training... 55300/300000: loss: 38.636
training... 55400/300000: loss: 33.409
training... 55500/300000: loss: 34.809
training... 55600/300000: loss: 36.587
training... 55700/300000: loss: 39.736
training... 55800/300000: loss: 36.394
training... 55900/300000: loss: 37.013
training... 56000/300000: loss: 37.187
training... 56100/300000: loss: 32.437
training... 56200/300000: loss: 38.535
training... 56300/300000: loss: 33.488
training... 56400/300000: loss: 33.369
training... 56500/300000: loss: 36.048
training... 56600/300000: loss: 33.657
training... 56700/300000: loss: 35.370
training... 56800/300000: loss: 32.866
training... 56900/300000: loss: 39.520
training... 57000/300000: loss: 30.715
training... 57100/300000: loss: 37.032
training... 57200/300000: loss: 33.560
training... 57300/300000: loss: 35.852
training... 57400/300000: loss: 34.490
training... 57500/300000: loss: 31.728
training... 57600/300000: loss: 39.758
training... 57700/300000: loss: 31.051
training... 57800/300000: loss: 35.128
training... 57900/300000: loss: 38.388
training... 58000/300000: loss: 31.562
training... 58100/300000: loss: 34.471
training... 58200/300000: loss: 35.391
training... 58300/300000: loss: 32.910
training... 58400/300000: loss: 34.434
training... 58500/300000: loss: 36.505
training... 58600/300000: loss: 31.292
training... 58700/300000: loss: 35.332
training... 58800/300000: loss: 35.953
training... 58900/300000: loss: 35.854
training... 59000/300000: loss: 37.474
training... 59100/300000: loss: 30.592
training... 59200/300000: loss: 33.168
training... 59300/300000: loss: 35.241
training... 59400/300000: loss: 31.164
training... 59500/300000: loss: 32.071
training... 59600/300000: loss: 33.108
training... 59700/300000: loss: 34.334
training... 59800/300000: loss: 33.249
training... 59900/300000: loss: 35.513
training... 60000/300000: loss: 32.662
training... 60100/300000: loss: 36.468
training... 60200/300000: loss: 33.766
training... 60300/300000: loss: 33.860
training... 60400/300000: loss: 37.668
training... 60500/300000: loss: 31.104
training... 60600/300000: loss: 32.322
training... 60700/300000: loss: 32.714
training... 60800/300000: loss: 33.094
training... 60900/300000: loss: 30.481
training... 61000/300000: loss: 34.127
training... 61100/300000: loss: 31.276
training... 61200/300000: loss: 37.192
training... 61300/300000: loss: 34.150
training... 61400/300000: loss: 37.459
training... 61500/300000: loss: 35.378
training... 61600/300000: loss: 34.637
training... 61700/300000: loss: 32.539
training... 61800/300000: loss: 32.363
training... 61900/300000: loss: 32.844
training... 62000/300000: loss: 31.995
training... 62100/300000: loss: 30.997
training... 62200/300000: loss: 30.544
training... 62300/300000: loss: 33.637
training... 62400/300000: loss: 31.156
training... 62500/300000: loss: 29.794
training... 62600/300000: loss: 35.645
training... 62700/300000: loss: 35.496
training... 62800/300000: loss: 35.259
training... 62900/300000: loss: 36.903
training... 63000/300000: loss: 35.593
training... 63100/300000: loss: 35.463
training... 63200/300000: loss: 30.890
training... 63300/300000: loss: 34.502
training... 63400/300000: loss: 33.653
training... 63500/300000: loss: 35.299
training... 63600/300000: loss: 30.310
training... 63700/300000: loss: 34.872
training... 63800/300000: loss: 37.040
training... 63900/300000: loss: 29.903
training... 64000/300000: loss: 31.155
training... 64100/300000: loss: 38.336
training... 64200/300000: loss: 36.540
training... 64300/300000: loss: 36.582
training... 64400/300000: loss: 35.972
training... 64500/300000: loss: 35.902
training... 64600/300000: loss: 34.567
training... 64700/300000: loss: 31.042
training... 64800/300000: loss: 36.828
training... 64900/300000: loss: 30.219
training... 65000/300000: loss: 32.397
training... 65100/300000: loss: 35.738
training... 65200/300000: loss: 33.578
training... 65300/300000: loss: 30.226
training... 65400/300000: loss: 35.452
training... 65500/300000: loss: 35.229
training... 65600/300000: loss: 32.755
training... 65700/300000: loss: 34.028
training... 65800/300000: loss: 33.120
training... 65900/300000: loss: 37.402
training... 66000/300000: loss: 33.948
training... 66100/300000: loss: 37.283
training... 66200/300000: loss: 32.558
training... 66300/300000: loss: 35.066
training... 66400/300000: loss: 31.769
training... 66500/300000: loss: 34.423
training... 66600/300000: loss: 37.074
training... 66700/300000: loss: 37.031
training... 66800/300000: loss: 32.697
training... 66900/300000: loss: 33.352
training... 67000/300000: loss: 38.759
training... 67100/300000: loss: 32.614
training... 67200/300000: loss: 35.748
training... 67300/300000: loss: 34.602
training... 67400/300000: loss: 34.444
training... 67500/300000: loss: 33.349
training... 67600/300000: loss: 33.585
training... 67700/300000: loss: 36.310
training... 67800/300000: loss: 36.363
training... 67900/300000: loss: 31.204
training... 68000/300000: loss: 34.818
training... 68100/300000: loss: 32.443
training... 68200/300000: loss: 33.998
training... 68300/300000: loss: 33.096
training... 68400/300000: loss: 34.367
training... 68500/300000: loss: 34.920
training... 68600/300000: loss: 33.341
training... 68700/300000: loss: 35.139
training... 68800/300000: loss: 33.565
training... 68900/300000: loss: 34.846
training... 69000/300000: loss: 35.507
training... 69100/300000: loss: 29.765
training... 69200/300000: loss: 32.498
training... 69300/300000: loss: 35.218
training... 69400/300000: loss: 34.921
training... 69500/300000: loss: 36.242
training... 69600/300000: loss: 30.943
training... 69700/300000: loss: 31.340
training... 69800/300000: loss: 33.170
training... 69900/300000: loss: 35.725
training... 70000/300000: loss: 35.242
training... 70100/300000: loss: 30.875
training... 70200/300000: loss: 28.401
training... 70300/300000: loss: 31.171
training... 70400/300000: loss: 30.532
training... 70500/300000: loss: 33.519
training... 70600/300000: loss: 37.276
training... 70700/300000: loss: 30.037
training... 70800/300000: loss: 39.689
training... 70900/300000: loss: 31.336
training... 71000/300000: loss: 37.562
training... 71100/300000: loss: 32.785
training... 71200/300000: loss: 30.912
training... 71300/300000: loss: 37.687
training... 71400/300000: loss: 36.385
training... 71500/300000: loss: 32.111
training... 71600/300000: loss: 37.025
training... 71700/300000: loss: 27.857
training... 71800/300000: loss: 30.993
training... 71900/300000: loss: 27.980
training... 72000/300000: loss: 32.738
training... 72100/300000: loss: 31.281
training... 72200/300000: loss: 33.523
training... 72300/300000: loss: 31.442
training... 72400/300000: loss: 37.957
training... 72500/300000: loss: 36.045
training... 72600/300000: loss: 31.914
training... 72700/300000: loss: 32.848
training... 72800/300000: loss: 38.667
training... 72900/300000: loss: 33.908
training... 73000/300000: loss: 35.193
training... 73100/300000: loss: 32.940
training... 73200/300000: loss: 33.147
training... 73300/300000: loss: 39.485
training... 73400/300000: loss: 35.632
training... 73500/300000: loss: 30.433
training... 73600/300000: loss: 30.227
training... 73700/300000: loss: 32.438
training... 73800/300000: loss: 29.988
training... 73900/300000: loss: 28.340
training... 74000/300000: loss: 36.558
training... 74100/300000: loss: 34.356
training... 74200/300000: loss: 32.996
training... 74300/300000: loss: 30.527
training... 74400/300000: loss: 35.320
training... 74500/300000: loss: 32.322
training... 74600/300000: loss: 34.963
training... 74700/300000: loss: 35.353
training... 74800/300000: loss: 34.053
training... 74900/300000: loss: 35.441
training... 75000/300000: loss: 32.309
training... 75100/300000: loss: 32.467
training... 75200/300000: loss: 31.191
training... 75300/300000: loss: 33.076
training... 75400/300000: loss: 31.230
training... 75500/300000: loss: 33.663
training... 75600/300000: loss: 34.029
training... 75700/300000: loss: 35.300
training... 75800/300000: loss: 36.696
training... 75900/300000: loss: 32.630
training... 76000/300000: loss: 36.474
training... 76100/300000: loss: 30.913
training... 76200/300000: loss: 34.090
training... 76300/300000: loss: 33.038
training... 76400/300000: loss: 35.572
training... 76500/300000: loss: 30.929
training... 76600/300000: loss: 37.018
training... 76700/300000: loss: 31.220
training... 76800/300000: loss: 32.673
training... 76900/300000: loss: 36.790
training... 77000/300000: loss: 36.933
training... 77100/300000: loss: 32.087
training... 77200/300000: loss: 34.151
training... 77300/300000: loss: 35.770
training... 77400/300000: loss: 34.824
training... 77500/300000: loss: 33.398
training... 77600/300000: loss: 35.570
training... 77700/300000: loss: 37.522
training... 77800/300000: loss: 29.914
training... 77900/300000: loss: 32.633
training... 78000/300000: loss: 29.730
training... 78100/300000: loss: 41.451
training... 78200/300000: loss: 31.442
training... 78300/300000: loss: 32.661
training... 78400/300000: loss: 35.775
training... 78500/300000: loss: 31.001
training... 78600/300000: loss: 33.449
training... 78700/300000: loss: 32.576
training... 78800/300000: loss: 32.588
training... 78900/300000: loss: 32.907
training... 79000/300000: loss: 37.274
training... 79100/300000: loss: 36.423
training... 79200/300000: loss: 38.025
training... 79300/300000: loss: 30.466
training... 79400/300000: loss: 34.311
training... 79500/300000: loss: 32.618
training... 79600/300000: loss: 36.875
training... 79700/300000: loss: 35.400
training... 79800/300000: loss: 33.656
training... 79900/300000: loss: 35.485
training... 80000/300000: loss: 36.157
training... 80100/300000: loss: 30.695
training... 80200/300000: loss: 35.225
training... 80300/300000: loss: 33.074
training... 80400/300000: loss: 37.270
training... 80500/300000: loss: 33.039
training... 80600/300000: loss: 29.957
training... 80700/300000: loss: 39.092
training... 80800/300000: loss: 34.194
training... 80900/300000: loss: 32.338
training... 81000/300000: loss: 34.560
training... 81100/300000: loss: 33.065
training... 81200/300000: loss: 32.387
training... 81300/300000: loss: 29.799
training... 81400/300000: loss: 32.660
training... 81500/300000: loss: 28.785
training... 81600/300000: loss: 30.980
training... 81700/300000: loss: 29.661
training... 81800/300000: loss: 31.480
training... 81900/300000: loss: 32.833
training... 82000/300000: loss: 30.077
training... 82100/300000: loss: 35.505
training... 82200/300000: loss: 32.885
training... 82300/300000: loss: 29.859
training... 82400/300000: loss: 31.158
training... 82500/300000: loss: 36.688
training... 82600/300000: loss: 30.917
training... 82700/300000: loss: 34.709
training... 82800/300000: loss: 29.855
training... 82900/300000: loss: 34.246
training... 83000/300000: loss: 34.627
training... 83100/300000: loss: 31.981
training... 83200/300000: loss: 34.605
training... 83300/300000: loss: 33.764
training... 83400/300000: loss: 34.147
training... 83500/300000: loss: 25.418
training... 83600/300000: loss: 33.964
training... 83700/300000: loss: 29.414
training... 83800/300000: loss: 33.137
training... 83900/300000: loss: 31.930
training... 84000/300000: loss: 30.900
