>>> Initializing clothing shape model...
>>> Star initialized.
>>> Get parameters list...
>>> Length of pose: 231
>>> Length of shape: 1
>>> Length of data: 231
self.base_body_list is 
['../../Data/base_body/pose_0153/subject_0000_params.json', '../../Data/base_body/pose_0079/subject_0000_params.json', '../../Data/base_body/pose_0133/subject_0000_params.json', '../../Data/base_body/pose_0206/subject_0000_params.json', '../../Data/base_body/pose_0023/subject_0000_params.json', '../../Data/base_body/pose_0144/subject_0000_params.json', '../../Data/base_body/pose_0202/subject_0000_params.json', '../../Data/base_body/pose_0191/subject_0000_params.json', '../../Data/base_body/pose_0222/subject_0000_params.json', '../../Data/base_body/pose_0041/subject_0000_params.json', '../../Data/base_body/pose_0109/subject_0000_params.json', '../../Data/base_body/pose_0168/subject_0000_params.json', '../../Data/base_body/pose_0224/subject_0000_params.json', '../../Data/base_body/pose_0215/subject_0000_params.json', '../../Data/base_body/pose_0143/subject_0000_params.json', '../../Data/base_body/pose_0227/subject_0000_params.json', '../../Data/base_body/pose_0062/subject_0000_params.json', '../../Data/base_body/pose_0016/subject_0000_params.json', '../../Data/base_body/pose_0054/subject_0000_params.json', '../../Data/base_body/pose_0204/subject_0000_params.json', '../../Data/base_body/pose_0162/subject_0000_params.json', '../../Data/base_body/pose_0130/subject_0000_params.json', '../../Data/base_body/pose_0134/subject_0000_params.json', '../../Data/base_body/pose_0066/subject_0000_params.json', '../../Data/base_body/pose_0212/subject_0000_params.json', '../../Data/base_body/pose_0157/subject_0000_params.json', '../../Data/base_body/pose_0028/subject_0000_params.json', '../../Data/base_body/pose_0189/subject_0000_params.json', '../../Data/base_body/pose_0029/subject_0000_params.json', '../../Data/base_body/pose_0000/subject_0000_params.json', '../../Data/base_body/pose_0158/subject_0000_params.json', '../../Data/base_body/pose_0177/subject_0000_params.json', '../../Data/base_body/pose_0164/subject_0000_params.json', '../../Data/base_body/pose_0119/subject_0000_params.json', '../../Data/base_body/pose_0190/subject_0000_params.json', '../../Data/base_body/pose_0076/subject_0000_params.json', '../../Data/base_body/pose_0086/subject_0000_params.json', '../../Data/base_body/pose_0207/subject_0000_params.json', '../../Data/base_body/pose_0040/subject_0000_params.json', '../../Data/base_body/pose_0084/subject_0000_params.json', '../../Data/base_body/pose_0220/subject_0000_params.json', '../../Data/base_body/pose_0159/subject_0000_params.json', '../../Data/base_body/pose_0179/subject_0000_params.json', '../../Data/base_body/pose_0030/subject_0000_params.json', '../../Data/base_body/pose_0007/subject_0000_params.json', '../../Data/base_body/pose_0200/subject_0000_params.json', '../../Data/base_body/pose_0141/subject_0000_params.json', '../../Data/base_body/pose_0138/subject_0000_params.json', '../../Data/base_body/pose_0203/subject_0000_params.json', '../../Data/base_body/pose_0176/subject_0000_params.json', '../../Data/base_body/pose_0165/subject_0000_params.json', '../../Data/base_body/pose_0052/subject_0000_params.json', '../../Data/base_body/pose_0090/subject_0000_params.json', '../../Data/base_body/pose_0001/subject_0000_params.json', '../../Data/base_body/pose_0063/subject_0000_params.json', '../../Data/base_body/pose_0122/subject_0000_params.json', '../../Data/base_body/pose_0194/subject_0000_params.json', '../../Data/base_body/pose_0132/subject_0000_params.json', '../../Data/base_body/pose_0099/subject_0000_params.json', '../../Data/base_body/pose_0147/subject_0000_params.json', '../../Data/base_body/pose_0142/subject_0000_params.json', '../../Data/base_body/pose_0014/subject_0000_params.json', '../../Data/base_body/pose_0137/subject_0000_params.json', '../../Data/base_body/pose_0107/subject_0000_params.json', '../../Data/base_body/pose_0201/subject_0000_params.json', '../../Data/base_body/pose_0195/subject_0000_params.json', '../../Data/base_body/pose_0015/subject_0000_params.json', '../../Data/base_body/pose_0002/subject_0000_params.json', '../../Data/base_body/pose_0020/subject_0000_params.json', '../../Data/base_body/pose_0003/subject_0000_params.json', '../../Data/base_body/pose_0211/subject_0000_params.json', '../../Data/base_body/pose_0102/subject_0000_params.json', '../../Data/base_body/pose_0231/subject_0000_params.json', '../../Data/base_body/pose_0019/subject_0000_params.json', '../../Data/base_body/pose_0217/subject_0000_params.json', '../../Data/base_body/pose_0175/subject_0000_params.json', '../../Data/base_body/pose_0181/subject_0000_params.json', '../../Data/base_body/pose_0043/subject_0000_params.json', '../../Data/base_body/pose_0106/subject_0000_params.json', '../../Data/base_body/pose_0139/subject_0000_params.json', '../../Data/base_body/pose_0101/subject_0000_params.json', '../../Data/base_body/pose_0128/subject_0000_params.json', '../../Data/base_body/pose_0053/subject_0000_params.json', '../../Data/base_body/pose_0115/subject_0000_params.json', '../../Data/base_body/pose_0193/subject_0000_params.json', '../../Data/base_body/pose_0111/subject_0000_params.json', '../../Data/base_body/pose_0123/subject_0000_params.json', '../../Data/base_body/pose_0117/subject_0000_params.json', '../../Data/base_body/pose_0089/subject_0000_params.json', '../../Data/base_body/pose_0182/subject_0000_params.json', '../../Data/base_body/pose_0108/subject_0000_params.json', '../../Data/base_body/pose_0073/subject_0000_params.json', '../../Data/base_body/pose_0056/subject_0000_params.json', '../../Data/base_body/pose_0226/subject_0000_params.json', '../../Data/base_body/pose_0037/subject_0000_params.json', '../../Data/base_body/pose_0218/subject_0000_params.json', '../../Data/base_body/pose_0088/subject_0000_params.json', '../../Data/base_body/pose_0009/subject_0000_params.json', '../../Data/base_body/pose_0196/subject_0000_params.json', '../../Data/base_body/pose_0083/subject_0000_params.json', '../../Data/base_body/pose_0100/subject_0000_params.json', '../../Data/base_body/pose_0039/subject_0000_params.json', '../../Data/base_body/pose_0032/subject_0000_params.json', '../../Data/base_body/pose_0024/subject_0000_params.json', '../../Data/base_body/pose_0209/subject_0000_params.json', '../../Data/base_body/pose_0171/subject_0000_params.json', '../../Data/base_body/pose_0044/subject_0000_params.json', '../../Data/base_body/pose_0184/subject_0000_params.json', '../../Data/base_body/pose_0098/subject_0000_params.json', '../../Data/base_body/pose_0091/subject_0000_params.json', '../../Data/base_body/pose_0049/subject_0000_params.json', '../../Data/base_body/pose_0047/subject_0000_params.json', '../../Data/base_body/pose_0048/subject_0000_params.json', '../../Data/base_body/pose_0036/subject_0000_params.json', '../../Data/base_body/pose_0081/subject_0000_params.json', '../../Data/base_body/pose_0183/subject_0000_params.json', '../../Data/base_body/pose_0146/subject_0000_params.json', '../../Data/base_body/pose_0077/subject_0000_params.json', '../../Data/base_body/pose_0124/subject_0000_params.json', '../../Data/base_body/pose_0150/subject_0000_params.json', '../../Data/base_body/pose_0125/subject_0000_params.json', '../../Data/base_body/pose_0092/subject_0000_params.json', '../../Data/base_body/pose_0093/subject_0000_params.json', '../../Data/base_body/pose_0121/subject_0000_params.json', '../../Data/base_body/pose_0033/subject_0000_params.json', '../../Data/base_body/pose_0027/subject_0000_params.json', '../../Data/base_body/pose_0149/subject_0000_params.json', '../../Data/base_body/pose_0061/subject_0000_params.json', '../../Data/base_body/pose_0205/subject_0000_params.json', '../../Data/base_body/pose_0155/subject_0000_params.json', '../../Data/base_body/pose_0095/subject_0000_params.json', '../../Data/base_body/pose_0116/subject_0000_params.json', '../../Data/base_body/pose_0004/subject_0000_params.json', '../../Data/base_body/pose_0145/subject_0000_params.json', '../../Data/base_body/pose_0192/subject_0000_params.json', '../../Data/base_body/pose_0174/subject_0000_params.json', '../../Data/base_body/pose_0064/subject_0000_params.json', '../../Data/base_body/pose_0018/subject_0000_params.json', '../../Data/base_body/pose_0186/subject_0000_params.json', '../../Data/base_body/pose_0229/subject_0000_params.json', '../../Data/base_body/pose_0110/subject_0000_params.json', '../../Data/base_body/pose_0120/subject_0000_params.json', '../../Data/base_body/pose_0017/subject_0000_params.json', '../../Data/base_body/pose_0148/subject_0000_params.json', '../../Data/base_body/pose_0008/subject_0000_params.json', '../../Data/base_body/pose_0225/subject_0000_params.json', '../../Data/base_body/pose_0057/subject_0000_params.json', '../../Data/base_body/pose_0058/subject_0000_params.json', '../../Data/base_body/pose_0067/subject_0000_params.json', '../../Data/base_body/pose_0131/subject_0000_params.json', '../../Data/base_body/pose_0012/subject_0000_params.json', '../../Data/base_body/pose_0161/subject_0000_params.json', '../../Data/base_body/pose_0087/subject_0000_params.json', '../../Data/base_body/pose_0129/subject_0000_params.json', '../../Data/base_body/pose_0223/subject_0000_params.json', '../../Data/base_body/pose_0210/subject_0000_params.json', '../../Data/base_body/pose_0096/subject_0000_params.json', '../../Data/base_body/pose_0060/subject_0000_params.json', '../../Data/base_body/pose_0082/subject_0000_params.json', '../../Data/base_body/pose_0104/subject_0000_params.json', '../../Data/base_body/pose_0185/subject_0000_params.json', '../../Data/base_body/pose_0180/subject_0000_params.json', '../../Data/base_body/pose_0127/subject_0000_params.json', '../../Data/base_body/pose_0188/subject_0000_params.json', '../../Data/base_body/pose_0050/subject_0000_params.json', '../../Data/base_body/pose_0046/subject_0000_params.json', '../../Data/base_body/pose_0187/subject_0000_params.json', '../../Data/base_body/pose_0065/subject_0000_params.json', '../../Data/base_body/pose_0197/subject_0000_params.json', '../../Data/base_body/pose_0071/subject_0000_params.json', '../../Data/base_body/pose_0011/subject_0000_params.json', '../../Data/base_body/pose_0069/subject_0000_params.json', '../../Data/base_body/pose_0072/subject_0000_params.json', '../../Data/base_body/pose_0213/subject_0000_params.json', '../../Data/base_body/pose_0094/subject_0000_params.json', '../../Data/base_body/pose_0156/subject_0000_params.json', '../../Data/base_body/pose_0230/subject_0000_params.json', '../../Data/base_body/pose_0034/subject_0000_params.json', '../../Data/base_body/pose_0022/subject_0000_params.json', '../../Data/base_body/pose_0103/subject_0000_params.json', '../../Data/base_body/pose_0005/subject_0000_params.json', '../../Data/base_body/pose_0167/subject_0000_params.json', '../../Data/base_body/pose_0232/subject_0000_params.json', '../../Data/base_body/pose_0170/subject_0000_params.json', '../../Data/base_body/pose_0068/subject_0000_params.json', '../../Data/base_body/pose_0214/subject_0000_params.json', '../../Data/base_body/pose_0055/subject_0000_params.json', '../../Data/base_body/pose_0075/subject_0000_params.json', '../../Data/base_body/pose_0140/subject_0000_params.json', '../../Data/base_body/pose_0045/subject_0000_params.json', '../../Data/base_body/pose_0221/subject_0000_params.json', '../../Data/base_body/pose_0013/subject_0000_params.json', '../../Data/base_body/pose_0154/subject_0000_params.json', '../../Data/base_body/pose_0114/subject_0000_params.json', '../../Data/base_body/pose_0070/subject_0000_params.json', '../../Data/base_body/pose_0198/subject_0000_params.json', '../../Data/base_body/pose_0216/subject_0000_params.json', '../../Data/base_body/pose_0097/subject_0000_params.json', '../../Data/base_body/pose_0126/subject_0000_params.json', '../../Data/base_body/pose_0152/subject_0000_params.json', '../../Data/base_body/pose_0112/subject_0000_params.json', '../../Data/base_body/pose_0078/subject_0000_params.json', '../../Data/base_body/pose_0025/subject_0000_params.json', '../../Data/base_body/pose_0151/subject_0000_params.json', '../../Data/base_body/pose_0026/subject_0000_params.json', '../../Data/base_body/pose_0080/subject_0000_params.json', '../../Data/base_body/pose_0105/subject_0000_params.json', '../../Data/base_body/pose_0035/subject_0000_params.json', '../../Data/base_body/pose_0118/subject_0000_params.json', '../../Data/base_body/pose_0136/subject_0000_params.json', '../../Data/base_body/pose_0208/subject_0000_params.json', '../../Data/base_body/pose_0085/subject_0000_params.json', '../../Data/base_body/pose_0006/subject_0000_params.json', '../../Data/base_body/pose_0173/subject_0000_params.json', '../../Data/base_body/pose_0166/subject_0000_params.json', '../../Data/base_body/pose_0113/subject_0000_params.json', '../../Data/base_body/pose_0163/subject_0000_params.json', '../../Data/base_body/pose_0059/subject_0000_params.json', '../../Data/base_body/pose_0051/subject_0000_params.json', '../../Data/base_body/pose_0135/subject_0000_params.json', '../../Data/base_body/pose_0228/subject_0000_params.json', '../../Data/base_body/pose_0038/subject_0000_params.json', '../../Data/base_body/pose_0199/subject_0000_params.json', '../../Data/base_body/pose_0169/subject_0000_params.json', '../../Data/base_body/pose_0160/subject_0000_params.json', '../../Data/base_body/pose_0021/subject_0000_params.json', '../../Data/base_body/pose_0178/subject_0000_params.json', '../../Data/base_body/pose_0042/subject_0000_params.json', '../../Data/base_body/pose_0074/subject_0000_params.json', '../../Data/base_body/pose_0172/subject_0000_params.json', '../../Data/base_body/pose_0031/subject_0000_params.json']
../../Data/base_body/pose_0153/subject_0000/clothWhite2/subject_0000_clothWhite2-scale10.obj

>>> 100/231 loading...
training... 38100/200000: loss: 30.758
training... 38200/200000: loss: 26.765
training... 38300/200000: loss: 26.915
training... 38400/200000: loss: 29.643
training... 38500/200000: loss: 25.750
training... 38600/200000: loss: 36.795
training... 38700/200000: loss: 30.474
training... 38800/200000: loss: 30.882
training... 38900/200000: loss: 27.262
training... 39000/200000: loss: 29.633
training... 39100/200000: loss: 27.302
training... 39200/200000: loss: 29.906
training... 39300/200000: loss: 27.966
training... 39400/200000: loss: 31.719
training... 39500/200000: loss: 30.506
training... 39600/200000: loss: 29.355
training... 39700/200000: loss: 30.561
training... 39800/200000: loss: 28.353
training... 39900/200000: loss: 26.054
training... 40000/200000: loss: 34.625
training... 40100/200000: loss: 30.443
training... 40200/200000: loss: 29.825
training... 40300/200000: loss: 27.209
training... 40400/200000: loss: 27.476
training... 40500/200000: loss: 34.105
training... 40600/200000: loss: 25.359
training... 40700/200000: loss: 30.264
training... 40800/200000: loss: 27.435
training... 40900/200000: loss: 28.933
training... 41000/200000: loss: 26.480
training... 41100/200000: loss: 28.927
training... 41200/200000: loss: 30.197
training... 41300/200000: loss: 29.961
training... 41400/200000: loss: 24.574
training... 41500/200000: loss: 25.517
training... 41600/200000: loss: 27.634
training... 41700/200000: loss: 25.381
training... 41800/200000: loss: 30.419
training... 41900/200000: loss: 27.004
training... 42000/200000: loss: 25.421
training... 42100/200000: loss: 26.372
training... 42200/200000: loss: 32.113
training... 42300/200000: loss: 26.640
training... 42400/200000: loss: 30.866
training... 42500/200000: loss: 31.650
training... 42600/200000: loss: 26.962
training... 42700/200000: loss: 26.519
training... 42800/200000: loss: 27.287
training... 42900/200000: loss: 26.136
training... 43000/200000: loss: 28.206
training... 43100/200000: loss: 25.291
training... 43200/200000: loss: 26.204
training... 43300/200000: loss: 25.141
training... 43400/200000: loss: 24.322
training... 43500/200000: loss: 29.323
training... 43600/200000: loss: 27.105
training... 43700/200000: loss: 26.922
training... 43800/200000: loss: 29.855
training... 43900/200000: loss: 25.469
training... 44000/200000: loss: 23.909
training... 44100/200000: loss: 23.472
training... 44200/200000: loss: 25.320
training... 44300/200000: loss: 23.852
training... 44400/200000: loss: 26.724
training... 44500/200000: loss: 28.421
training... 44600/200000: loss: 23.497
training... 44700/200000: loss: 26.156
training... 44800/200000: loss: 32.637
training... 44900/200000: loss: 26.214
training... 45000/200000: loss: 35.837
training... 45100/200000: loss: 28.827
training... 45200/200000: loss: 26.078
training... 45300/200000: loss: 25.121
training... 45400/200000: loss: 31.724
training... 45500/200000: loss: 25.765
training... 45600/200000: loss: 27.673
training... 45700/200000: loss: 27.190
training... 45800/200000: loss: 24.856
training... 45900/200000: loss: 26.668
training... 46000/200000: loss: 30.273
training... 46100/200000: loss: 26.151
training... 46200/200000: loss: 24.989
training... 46300/200000: loss: 28.901
training... 46400/200000: loss: 26.073
training... 46500/200000: loss: 24.632
training... 46600/200000: loss: 28.460
training... 46700/200000: loss: 25.113
training... 46800/200000: loss: 22.740
training... 46900/200000: loss: 25.873
training... 47000/200000: loss: 34.149
training... 47100/200000: loss: 23.511
training... 47200/200000: loss: 24.791
training... 47300/200000: loss: 25.457
training... 47400/200000: loss: 24.266
training... 47500/200000: loss: 26.756
training... 47600/200000: loss: 25.067
training... 47700/200000: loss: 30.677
training... 47800/200000: loss: 24.075
training... 47900/200000: loss: 24.630
training... 48000/200000: loss: 25.576
training... 48100/200000: loss: 27.386
training... 48200/200000: loss: 30.680
training... 48300/200000: loss: 23.108
training... 48400/200000: loss: 27.398
training... 48500/200000: loss: 24.941
training... 48600/200000: loss: 30.613
training... 48700/200000: loss: 25.727
training... 48800/200000: loss: 22.765
training... 48900/200000: loss: 24.180
training... 49000/200000: loss: 29.127
training... 49100/200000: loss: 27.358
training... 49200/200000: loss: 23.330
training... 49300/200000: loss: 25.604
training... 49400/200000: loss: 22.339
training... 49500/200000: loss: 24.980
training... 49600/200000: loss: 29.336
training... 49700/200000: loss: 23.346
training... 49800/200000: loss: 29.127
training... 49900/200000: loss: 23.150
training... 50000/200000: loss: 27.349
training... 50100/200000: loss: 25.712
training... 50200/200000: loss: 23.035
training... 50300/200000: loss: 24.169
training... 50400/200000: loss: 21.470
training... 50500/200000: loss: 23.095
training... 50600/200000: loss: 26.332
training... 50700/200000: loss: 25.043
training... 50800/200000: loss: 24.612
training... 50900/200000: loss: 24.534
training... 51000/200000: loss: 25.293
training... 51100/200000: loss: 22.645
training... 51200/200000: loss: 24.433
training... 51300/200000: loss: 28.086
training... 51400/200000: loss: 24.449
training... 51500/200000: loss: 20.706
training... 51600/200000: loss: 24.484
training... 51700/200000: loss: 23.542
training... 51800/200000: loss: 25.065
training... 51900/200000: loss: 22.720
training... 52000/200000: loss: 25.176
training... 52100/200000: loss: 25.006
training... 52200/200000: loss: 22.942
training... 52300/200000: loss: 25.611
training... 52400/200000: loss: 27.133
training... 52500/200000: loss: 26.610
training... 52600/200000: loss: 23.555
training... 52700/200000: loss: 27.050
training... 52800/200000: loss: 26.432
training... 52900/200000: loss: 23.199
training... 53000/200000: loss: 26.077
training... 53100/200000: loss: 22.232
training... 53200/200000: loss: 22.938
training... 53300/200000: loss: 26.427
training... 53400/200000: loss: 21.845
training... 53500/200000: loss: 19.680
training... 53600/200000: loss: 23.468
training... 53700/200000: loss: 24.566
training... 53800/200000: loss: 23.734
training... 53900/200000: loss: 22.925
training... 54000/200000: loss: 22.815
training... 54100/200000: loss: 26.649
training... 54200/200000: loss: 23.659
training... 54300/200000: loss: 24.102
training... 54400/200000: loss: 19.718
training... 54500/200000: loss: 21.491
training... 54600/200000: loss: 21.307
training... 54700/200000: loss: 22.697
training... 54800/200000: loss: 24.689
training... 54900/200000: loss: 23.182
training... 55000/200000: loss: 21.947
training... 55100/200000: loss: 21.572
training... 55200/200000: loss: 22.941
training... 55300/200000: loss: 24.733
training... 55400/200000: loss: 21.134
training... 55500/200000: loss: 22.668
training... 55600/200000: loss: 20.565
training... 55700/200000: loss: 23.641
training... 55800/200000: loss: 23.600
training... 55900/200000: loss: 22.770
training... 56000/200000: loss: 23.158
training... 56100/200000: loss: 23.441
training... 56200/200000: loss: 24.013
training... 56300/200000: loss: 22.141
training... 56400/200000: loss: 25.228
training... 56500/200000: loss: 26.215
training... 56600/200000: loss: 22.956
training... 56700/200000: loss: 22.911
training... 56800/200000: loss: 23.392
training... 56900/200000: loss: 23.853
training... 57000/200000: loss: 22.289
training... 57100/200000: loss: 21.616
training... 57200/200000: loss: 24.882
training... 57300/200000: loss: 23.091
training... 57400/200000: loss: 24.222
training... 57500/200000: loss: 20.560
training... 57600/200000: loss: 23.301
training... 57700/200000: loss: 21.501
training... 57800/200000: loss: 21.906
training... 57900/200000: loss: 23.892
training... 58000/200000: loss: 22.801
training... 58100/200000: loss: 27.540
training... 58200/200000: loss: 23.787
training... 58300/200000: loss: 21.090
training... 58400/200000: loss: 22.078
training... 58500/200000: loss: 22.682
training... 58600/200000: loss: 22.293
training... 58700/200000: loss: 19.235
training... 58800/200000: loss: 24.229
training... 58900/200000: loss: 25.751
training... 59000/200000: loss: 24.354
training... 59100/200000: loss: 22.610
training... 59200/200000: loss: 27.075
training... 59300/200000: loss: 24.571
training... 59400/200000: loss: 21.833
training... 59500/200000: loss: 20.496
training... 59600/200000: loss: 23.353
training... 59700/200000: loss: 23.254
training... 59800/200000: loss: 19.693
training... 59900/200000: loss: 21.933
training... 60000/200000: loss: 22.382
training... 60100/200000: loss: 20.257
training... 60200/200000: loss: 22.425
training... 60300/200000: loss: 20.404
training... 60400/200000: loss: 19.576
training... 60500/200000: loss: 22.165
training... 60600/200000: loss: 24.666
training... 60700/200000: loss: 23.185
training... 60800/200000: loss: 20.669
training... 60900/200000: loss: 22.179
training... 61000/200000: loss: 23.502
training... 61100/200000: loss: 21.481
training... 61200/200000: loss: 20.580
training... 61300/200000: loss: 25.086
training... 61400/200000: loss: 26.520
training... 61500/200000: loss: 21.157
training... 61600/200000: loss: 21.695
training... 61700/200000: loss: 22.533
training... 61800/200000: loss: 19.366
training... 61900/200000: loss: 21.863
training... 62000/200000: loss: 20.553
training... 62100/200000: loss: 18.685
training... 62200/200000: loss: 21.426
training... 62300/200000: loss: 22.447
training... 62400/200000: loss: 25.725
training... 62500/200000: loss: 23.018
training... 62600/200000: loss: 23.251
training... 62700/200000: loss: 18.785
training... 62800/200000: loss: 19.886
training... 62900/200000: loss: 20.363
training... 63000/200000: loss: 21.016
training... 63100/200000: loss: 21.912
training... 63200/200000: loss: 23.326
training... 63300/200000: loss: 20.933
training... 63400/200000: loss: 21.427
training... 63500/200000: loss: 21.703
training... 63600/200000: loss: 23.161
training... 63700/200000: loss: 21.021
training... 63800/200000: loss: 20.050
training... 63900/200000: loss: 20.219
training... 64000/200000: loss: 20.567
training... 64100/200000: loss: 18.942
training... 64200/200000: loss: 24.288
training... 64300/200000: loss: 20.906
training... 64400/200000: loss: 23.269
training... 64500/200000: loss: 17.836
training... 64600/200000: loss: 22.449
training... 64700/200000: loss: 20.319
training... 64800/200000: loss: 23.873
training... 64900/200000: loss: 23.270
training... 65000/200000: loss: 23.294
training... 65100/200000: loss: 20.273
training... 65200/200000: loss: 17.567
training... 65300/200000: loss: 21.102
training... 65400/200000: loss: 24.826
training... 65500/200000: loss: 19.902
training... 65600/200000: loss: 21.346
training... 65700/200000: loss: 19.431
training... 65800/200000: loss: 23.793
training... 65900/200000: loss: 21.001
training... 66000/200000: loss: 22.422
training... 66100/200000: loss: 20.998
training... 66200/200000: loss: 22.245
training... 66300/200000: loss: 22.320
training... 66400/200000: loss: 23.024
training... 66500/200000: loss: 21.098
training... 66600/200000: loss: 19.943
training... 66700/200000: loss: 19.988
training... 66800/200000: loss: 18.073
training... 66900/200000: loss: 18.551
training... 67000/200000: loss: 22.434
training... 67100/200000: loss: 19.479
training... 67200/200000: loss: 19.946
training... 67300/200000: loss: 20.767
training... 67400/200000: loss: 19.307
training... 67500/200000: loss: 19.613
training... 67600/200000: loss: 21.296
training... 67700/200000: loss: 19.609
training... 67800/200000: loss: 24.154
training... 67900/200000: loss: 19.047
training... 68000/200000: loss: 21.029
training... 68100/200000: loss: 20.288
training... 68200/200000: loss: 18.878
training... 68300/200000: loss: 19.545
training... 68400/200000: loss: 23.024
training... 68500/200000: loss: 22.097
training... 68600/200000: loss: 21.930
training... 68700/200000: loss: 22.120
training... 68800/200000: loss: 20.911
training... 68900/200000: loss: 20.831
training... 69000/200000: loss: 26.773
training... 69100/200000: loss: 22.852
training... 69200/200000: loss: 18.427
training... 69300/200000: loss: 17.406
training... 69400/200000: loss: 19.235
training... 69500/200000: loss: 22.397
training... 69600/200000: loss: 20.568
training... 69700/200000: loss: 24.981
training... 69800/200000: loss: 23.970
training... 69900/200000: loss: 18.174
training... 70000/200000: loss: 20.771
training... 70100/200000: loss: 23.433
training... 70200/200000: loss: 21.504
training... 70300/200000: loss: 21.451
training... 70400/200000: loss: 20.104
training... 70500/200000: loss: 18.010
training... 70600/200000: loss: 22.799
training... 70700/200000: loss: 19.011
training... 70800/200000: loss: 19.826
training... 70900/200000: loss: 23.986
training... 71000/200000: loss: 19.593
training... 71100/200000: loss: 19.509
training... 71200/200000: loss: 20.016
training... 71300/200000: loss: 19.498
training... 71400/200000: loss: 19.853
training... 71500/200000: loss: 20.970
training... 71600/200000: loss: 21.427
training... 71700/200000: loss: 19.887
training... 71800/200000: loss: 20.643
training... 71900/200000: loss: 21.137
training... 72000/200000: loss: 22.896
training... 72100/200000: loss: 21.409
training... 72200/200000: loss: 20.945
training... 72300/200000: loss: 19.629
training... 72400/200000: loss: 17.509
training... 72500/200000: loss: 18.507
training... 72600/200000: loss: 22.396
training... 72700/200000: loss: 23.389
training... 72800/200000: loss: 20.298
training... 72900/200000: loss: 18.370
training... 73000/200000: loss: 22.709
training... 73100/200000: loss: 18.879
training... 73200/200000: loss: 18.905
training... 73300/200000: loss: 19.409
training... 73400/200000: loss: 22.679
training... 73500/200000: loss: 17.910
training... 73600/200000: loss: 23.050
training... 73700/200000: loss: 18.607
training... 73800/200000: loss: 23.687
training... 73900/200000: loss: 20.599
training... 74000/200000: loss: 19.179
training... 74100/200000: loss: 19.187
training... 74200/200000: loss: 19.435
training... 74300/200000: loss: 24.383
training... 74400/200000: loss: 18.858
training... 74500/200000: loss: 20.767
training... 74600/200000: loss: 19.876
training... 74700/200000: loss: 22.985
training... 74800/200000: loss: 21.774
training... 74900/200000: loss: 18.830
training... 75000/200000: loss: 23.332
training... 75100/200000: loss: 18.760
training... 75200/200000: loss: 19.880
training... 75300/200000: loss: 20.918
training... 75400/200000: loss: 20.015
training... 75500/200000: loss: 21.537
training... 75600/200000: loss: 20.748
training... 75700/200000: loss: 20.439
training... 75800/200000: loss: 19.999
training... 75900/200000: loss: 23.895
training... 76000/200000: loss: 20.902
training... 76100/200000: loss: 19.721
training... 76200/200000: loss: 21.295
training... 76300/200000: loss: 22.024
training... 76400/200000: loss: 22.297
training... 76500/200000: loss: 19.773
training... 76600/200000: loss: 17.723
training... 76700/200000: loss: 21.296
training... 76800/200000: loss: 20.150
training... 76900/200000: loss: 17.683
training... 77000/200000: loss: 19.154
training... 77100/200000: loss: 20.600
training... 77200/200000: loss: 21.091
training... 77300/200000: loss: 22.177
training... 77400/200000: loss: 19.868
training... 77500/200000: loss: 23.715
training... 77600/200000: loss: 20.979
training... 77700/200000: loss: 22.704
training... 77800/200000: loss: 21.457
training... 77900/200000: loss: 21.001
training... 78000/200000: loss: 19.881
training... 78100/200000: loss: 18.894
training... 78200/200000: loss: 21.052
training... 78300/200000: loss: 20.206
training... 78400/200000: loss: 19.884
training... 78500/200000: loss: 22.845
training... 78600/200000: loss: 19.301
training... 78700/200000: loss: 19.491
training... 78800/200000: loss: 21.007
training... 78900/200000: loss: 23.324
training... 79000/200000: loss: 21.231
training... 79100/200000: loss: 18.933
training... 79200/200000: loss: 22.974
training... 79300/200000: loss: 18.981
training... 79400/200000: loss: 17.721
training... 79500/200000: loss: 18.867
training... 79600/200000: loss: 17.591
training... 79700/200000: loss: 20.568
training... 79800/200000: loss: 22.103
training... 79900/200000: loss: 19.605
training... 80000/200000: loss: 19.240
training... 80100/200000: loss: 21.206
training... 80200/200000: loss: 22.951
training... 80300/200000: loss: 21.661
training... 80400/200000: loss: 19.065
training... 80500/200000: loss: 20.809
training... 80600/200000: loss: 18.025
training... 80700/200000: loss: 17.802
training... 80800/200000: loss: 18.762
training... 80900/200000: loss: 17.267
training... 81000/200000: loss: 20.117
training... 81100/200000: loss: 20.044
training... 81200/200000: loss: 18.496
training... 81300/200000: loss: 19.998
training... 81400/200000: loss: 20.509
training... 81500/200000: loss: 21.287
training... 81600/200000: loss: 22.756
training... 81700/200000: loss: 18.424
training... 81800/200000: loss: 23.525
training... 81900/200000: loss: 19.439
training... 82000/200000: loss: 18.376
training... 82100/200000: loss: 20.899
training... 82200/200000: loss: 19.246
training... 82300/200000: loss: 21.608
training... 82400/200000: loss: 21.570
training... 82500/200000: loss: 17.353
training... 82600/200000: loss: 19.105
training... 82700/200000: loss: 21.831
training... 82800/200000: loss: 20.714
training... 82900/200000: loss: 22.691
training... 83000/200000: loss: 20.292
training... 83100/200000: loss: 21.499
training... 83200/200000: loss: 21.340
training... 83300/200000: loss: 18.453
training... 83400/200000: loss: 20.922
training... 83500/200000: loss: 19.172
training... 83600/200000: loss: 18.629
training... 83700/200000: loss: 18.988
training... 83800/200000: loss: 19.711
training... 83900/200000: loss: 20.481
training... 84000/200000: loss: 22.229
training... 84100/200000: loss: 20.914
